id,text,Sentiment,device,date
7.70E+17,Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO,0,Twitter for iPhone,28/8/16
7.70E+17,"Join me Tuesday in Everett, Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq",0,Twitter for iPhone,28/8/16
7.70E+17,NATIONAL DEBT January 2009 = $10.6 TRILLIONAugust 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ,0,Twitter for iPhone,28/8/16
7.70E+17,"It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp, bravery. https://t.co/P4qVGGUYVZ",0.6,Twitter for iPhone,28/8/16
7.70E+17,Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,-0.25,Twitter for iPhone,27/8/16
7.69E+17,New polls - join the MOVEMENT today.https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T,0.136363636,Twitter for iPhone,27/8/16
7.69E+17,Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,0.170454545,Twitter for iPhone,26/8/16
7.69E+17,"Will be in Phoenix, Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou",0.5,Twitter for iPhone,26/8/16
7.69E+17,"Thank you @TeamTrump Florida. Keep me updated, and lets get those 100,000 registered voters!#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9",0,Twitter for iPhone,26/8/16
7.69E+17,I will be interviewed by @kimguilfoyle at 7pm on @FoxNews. #Enjoy!,0.5,Twitter for iPhone,26/8/16
7.69E+17,Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,0,Twitter for iPhone,26/8/16
7.69E+17,Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a,-0.1,Twitter for iPhone,26/8/16
7.69E+17,"""""""Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery"""" #CrookedHillary https://t.co/D0MeBJXBwN""",0,Twitter for iPhone,26/8/16
7.69E+17,The Clinton's are the real predators...https://t.co/Fr0gFtZVVz,0.2,Twitter for iPhone,26/8/16
7.69E+17,"""""""Hillary Clinton needs to address the racist undertones of her 2008 campaign."""" #FlashbackFriday https://t.co/MJQp0rcnzH""",0,Twitter for iPhone,26/8/16
7.69E+17,CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. Full speech transcript: https://t.co/npswT6lbg3,0.175,Twitter for iPhone,26/8/16
7.69E+17,"HRC is using the oldest play in the Dem playbook- when their policies fail, they are left w/this one tired argument!https://t.co/FNbCMmwLTn",-0.3,Twitter for iPhone,25/8/16
7.69E+17,Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,-0.0625,Twitter for iPhone,25/8/16
7.69E+17,Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,-0.5,Twitter for iPhone,25/8/16
7.69E+17,Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,0,Twitter for iPhone,25/8/16
7.69E+17,Thoughts and prayers to the great people of Indiana. You will prevail!,1,Twitter for iPhone,25/8/16
7.69E+17,Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,0.575,Twitter for iPhone,25/8/16
7.69E+17,"Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected, we will #BuildTheWall &amp, enforce our laws!",0,Twitter for iPhone,25/8/16
7.69E+17,Thank you for your support!#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g,0,Twitter for iPhone,24/8/16
7.69E+17,"A great afternoon in Tampa, Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1",1,Twitter for iPhone,24/8/16
7.68E+17,"New national poll released. Join the MOVEMENT &amp, together we will #MakeAmericaGreatAgain! https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274",0.170454545,Twitter for iPhone,24/8/16
7.68E+17,Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,0.485227273,Twitter for iPhone,24/8/16
7.68E+17,I will not let the families of The Remembrance Project down! #MakeAmericaSafeAgainhttps://t.co/EMuSftG6RPhttps://t.co/FHPR44WixX,-0.194444444,Twitter for iPhone,24/8/16
7.68E+17,My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.,0.3,Twitter for iPhone,24/8/16
7.68E+17,"Thank you Travis County, Texas!#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo",0,Twitter for iPhone,24/8/16
7.68E+17,"Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin, Texas. Enjoy! https://t.co/8ZBneb0pGk",0.5,Twitter for iPhone,24/8/16
7.68E+17,"In Austin, Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb",0.202777778,Twitter for iPhone,23/8/16
7.68E+17,"Join me in Tampa, Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP",0,Twitter for iPhone,23/8/16
7.68E+17,"President Obama should have gone to Louisiana days ago, instead of golfing. Too little, too late!",-0.28125,Twitter for iPhone,23/8/16
7.68E+17,"The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!",-0.333333333,Twitter for iPhone,23/8/16
7.68E+17,".@AnnCoulter's new book, 'In Trump We Trust, comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!",0.253787879,Twitter for iPhone,23/8/16
7.68E+17,"Great meeting with active &amp, retired law enforcement officers- at the Fraternal Order of Police lodge in Akron, Ohio. https://t.co/EUWhDC644R",0.333333333,Twitter for iPhone,22/8/16
7.68E+17,Statement on Clinton Foundation:https://t.co/2twuzrB9om,0,Twitter for iPhone,22/8/16
7.67E+17,"Together, we are going to MAKE AMERICA SAFE AND GREAT AGAIN!https://t.co/pUtN4kFhDK",0.65,Twitter for iPhone,21/8/16
7.67E+17,We will bring America together as ONE country again – united as Americans in common purpose and common dreams. #MAGA,-0.3,Twitter for iPhone,20/8/16
7.67E+17,Will be back soon Virginia. We are going to MAKE AMERICA GREAT AGAIN! #TrumpPence16 https://t.co/IU4JPSi0rZ,0.5,Twitter for iPhone,20/8/16
7.67E+17,Thank you @JerryJrFalwell- will see you soon. #TrumpPence16 https://t.co/epfSJckcKq,0,Twitter for iPhone,20/8/16
7.67E+17,".@Franklin_Graham @BillyNungesser @SamaritansPurse- so humbled by my time w/ you. You are in our thoughts &amp, prayers. https://t.co/I6xGsEzlwv",0,Twitter for iPhone,20/8/16
7.67E+17,"We are one nation. When one hurts, we all hurt. We must all work together-to lift each other up.#StandWithLouisiana https://t.co/Ob7J2oBWhq",-0.125,Twitter for iPhone,20/8/16
7.67E+17,#WheresHillary? Sleeping!!!!!,0,Twitter for iPhone,20/8/16
7.67E+17,"Thank you to everyone for all of the nice comments, by Twitter, pundits and otherwise for my speech last night.",0.3,Twitter for iPhone,19/8/16
7.67E+17,"The reporting at the failing @nytimes gets worse and worse by the day. Fortunately, it is a dying newspaper.",-0.133333333,Twitter for iPhone,19/8/16
7.67E+17,"Thank you to NC for last evenings great reception. The speech was a great success. Heading now to Louisiana &amp, another speech tonight in MI.",0.475,Twitter for iPhone,19/8/16
7.67E+17,"We are one nation. When one state hurts, we all hurt. We must all work together - to lift each other up. https://t.co/XoDkW5X3Wy",-0.125,Twitter for iPhone,19/8/16
7.66E+17,"Thank you Charlotte, North Carolina!#MakeAmericaGreatAgain https://t.co/Y19nUKkYTc",0,Twitter for iPhone,19/8/16
7.66E+17,"Together, we will MAKE AMERICA GREAT AGAIN! https://t.co/aENuIvrUrS",1,Twitter for iPhone,19/8/16
7.66E+17,Will be participating in a town hall event- hosted by @SeanHannity tonight at 10pmE on @FoxNews. Enjoy! https://t.co/7nReqYM7FF,0.5,Twitter for iPhone,17/8/16
7.66E+17,"Thank you Governor @ScottWalker &amp, @GOP Chairman @Reince Priebus. #MakeAmericaGreatAgain #ImWithYouhttps://t.co/IdJBuaKMwK",0,Twitter for iPhone,17/8/16
7.66E+17,Join me in North Carolina - tomorrow at 7:30pm! #ImWithYou Tickets: https://t.co/vDag45zrDc,0,Twitter for iPhone,17/8/16
7.66E+17,#LawandOrder #ImWithYouVideo: https://t.co/AIa2Z9po2h https://t.co/qqSfOfgdap,0,Twitter for iPhone,17/8/16
7.66E+17,#LawandOrder #ImWithYouTranscript: https://t.co/YlATGI2Ph6,0,Twitter for iPhone,17/8/16
7.66E+17,Will be on @SeanHannity tonight at 10pmE - delivering an important speech live from Wisconsin. #MakeAmericaGreatAgain,0.268181818,Twitter for iPhone,17/8/16
7.66E+17,"Just as we won the Cold War, in part, by exposing the evils of communism and the virtues of free markets....Cont: https://t.co/SXp7efXEZU",-0.1,Twitter for iPhone,16/8/16
7.66E+17,This is my pledge to the American people: https://t.co/Jb21oyNfxt,0,Twitter for iPhone,16/8/16
7.66E+17,"'It's just a 2-point race, Clinton 38%, Trump 36%' https://t.co/EzDzJ4EzIN",0,Twitter for iPhone,16/8/16
7.66E+17,Another health insurer is pulling back due to 'persistent financial losses on #Obamacare plans.' Only the beginning! https://t.co/YqfaEvg8c3,-0.03125,Twitter for iPhone,16/8/16
7.65E+17,#AmericasMerkel https://t.co/QFRs4bEUC1,0,Twitter for iPhone,15/8/16
7.65E+17,"""""""CLINTON REFUGEE PLAN COULD BRING IN 620,000 REFUGEES IN FIRST TERM AT LIFETIME COST OF OVER $400 BILLION."""" https://t.co/COZQNt6KVs""",0.25,Twitter for iPhone,15/8/16
7.65E+17,#MakeAmericaSafeAgain https://t.co/bgBGPaKaqI,0,Twitter for iPhone,15/8/16
7.64E+17,"Will be on @seanhannity tonight at 10pm, hosted by @GovMikeHuckabee. Enjoy!",0.5,Twitter for iPhone,13/8/16
7.64E+17,"Thank you Erie, Pennsylvania! Together we will #MakeAmericaGreatAgain! https://t.co/5hZp7PnRoT",0,Twitter for iPhone,12/8/16
7.64E+17,Unbelievable support in Florida last night - thank you! #MAGA https://t.co/WNDAagFRRS,-0.125,Twitter for iPhone,12/8/16
7.64E+17,Will be doing @oreillyfactor tonight at 8pm. Enjoy!,0.5,Twitter for iPhone,11/8/16
7.64E+17,This is no surprise. Constant phony reporting from failing @CNN turns everyone off. The American people get it! https://t.co/a1A6XMfYx1,0,Twitter for iPhone,11/8/16
7.64E+17,"Thank you Fort Lauderdale, Florida. #MakeAmericaGreatAgain https://t.co/cjivzdRpU1",0,Twitter for iPhone,11/8/16
7.64E+17,Great job today by the NYPD in protecting the people and saving the climber.,0.8,Twitter for iPhone,11/8/16
7.64E+17,Reuters just announced that Secret Service never spoke to me or my campaign. Made up story by @CNN is a hoax. Totally dishonest.,-0.35,Twitter for iPhone,10/8/16
7.64E+17,#MakeAmericaGreatAgain! https://t.co/8rWz6p1Ged,0,Twitter for iPhone,10/8/16
7.63E+17,"Thank you Abingdon, Virginia! #MakeAmericaGreatAgain https://t.co/g7ivluiyF2 https://t.co/RQUKD6sjno",0,Twitter for iPhone,10/8/16
7.63E+17,"""No such meeting or conversation ever happened - a made up story by """"low ratings"""" @CNN.""",0,Twitter for iPhone,10/8/16
7.63E+17,"Great meeting w/ coal miners &amp, leaders from the Virginia coal industry- thank you! #MAGAhttps://t.co/wnpVlq6oe4 https://t.co/32gdX684ew",1,Twitter for iPhone,10/8/16
7.63E+17,I will be interviewed on @greta tonight at 7pm. Enjoy! https://t.co/9yicUxd87D,0.5,Twitter for iPhone,10/8/16
7.63E+17,"My thoughts and prayers are with the two police officers shot in Sebastian County, Arkansas. #LESM",0,Twitter for iPhone,10/8/16
7.63E+17,"Morning Joe's weakness is its low ratings. I don't watch anymore but I heard he went wild against Rudy Giuliani and #2A - sad &amp, irrelevant!",-0.25625,Twitter for iPhone,10/8/16
7.63E+17,Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,-0.75,Twitter for iPhone,10/8/16
7.63E+17,"'As Senator Clinton promised 200,000 jobs in Upstate New York - her efforts fell flat.' https://t.co/I2WqZb5N8P https://t.co/i5S3mtJWpe",0.055681818,Twitter for iPhone,8/8/16
7.63E+17,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,0.15,Twitter for iPhone,8/8/16
7.63E+17,Thank you Newt!  https://t.co/Acg0hMvrpr,0,Twitter for iPhone,8/8/16
7.63E+17,Thank you Congressman Steven Palazzo! https://t.co/R5Z4CGfjqJ https://t.co/XGSIJJQiGJ,0,Twitter for iPhone,8/8/16
7.63E+17,Thank you Senator David Perdue!https://t.co/d0dCUZ20jf https://t.co/LmfiGByFPb,0,Twitter for iPhone,8/8/16
7.63E+17,Thank you @RepLouBarletta!https://t.co/bre8u93vac https://t.co/eKtSXUw51R,0,Twitter for iPhone,8/8/16
7.63E+17,Thank you @NFIB- together we will #MakeAmericaGreatAgain!  https://t.co/wQQIHQKsdK,0,Twitter for iPhone,8/8/16
7.63E+17,Thank you!  https://t.co/4p0hzpkVWF,0,Twitter for iPhone,8/8/16
7.63E+17,Thank you Alex!  https://t.co/c2uIa7mndP,0,Twitter for iPhone,8/8/16
7.63E+17,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8",0.4,Twitter for iPhone,8/8/16
7.62E+17,"""#ICYMI: """"Will Media Apologize to Trump?"""" https://t.co/ia7rKBmioA""",0,Twitter for iPhone,8/8/16
7.62E+17,.@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'https://t.co/YbqkhWNm0g,0,Twitter for iPhone,7/8/16
7.62E+17,#CrookedHillary is not fit to be our next president! #TrumpPence16 https://t.co/I0zJO2sZKk,-0.1,Twitter for iPhone,6/8/16
7.62E+17,Good luck #TeamUSA#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh,0.7,Twitter for iPhone,6/8/16
7.62E+17,'Trump is right about violent crime: It’s on the rise in major cities'https://t.co/XbnZ5vktGk,-0.150595238,Twitter for iPhone,6/8/16
7.62E+17,"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR",-0.125,Twitter for iPhone,6/8/16
7.62E+17,"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm",0,Twitter for iPhone,5/8/16
7.62E+17,#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6,0,Twitter for iPhone,5/8/16
7.62E+17,Hillary Clinton has bad judgment and is unfit to serve as President.https://t.co/3EzG620fpT,-0.7,Twitter for iPhone,5/8/16
7.61E+17,President Obama refuses to answer question about Iran terror funding.  I won't dodge questions as your President. https://t.co/jsAMGO3s4P,0,Twitter for iPhone,5/8/16
7.61E+17,"Obama's disastrous judgment gave us ISIS, rise of Iran, and the worst economic numbers since the Great Depression!",-0.125,Twitter for iPhone,5/8/16
7.61E+17,President Obama should ask the DNC about how they rigged the election against Bernie.,0,Twitter for iPhone,5/8/16
7.61E+17,"See you tomorrow w/ Gov. @Mike_Pence, Iowa &amp, Wisconsin! 3pm- https://t.co/3Hcnzj0Slx7pm- https://t.co/sEwLWkn1Sz https://t.co/UODSMp0oTo",0,Twitter for iPhone,5/8/16
7.61E+17,"Thank you Portland, Maine! #MakeAmericaGreatAgain https://t.co/oVfF28rWL5 https://t.co/RhblAXkNPw",0,Twitter for iPhone,4/8/16
7.61E+17,Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R,1,Twitter for iPhone,4/8/16
7.61E+17,"Great meeting all of you. This group knocked on 50K doors &amp, counting here in Maine, thank you! @MaineGOP  https://t.co/Iui1F2z9ca",1,Twitter for iPhone,4/8/16
7.61E+17,"Looking forward to IA &amp, WI with Gov. Pence, tomorrow. Join us! #MAGAhttps://t.co/3Hcnzj0Slxhttps://t.co/sEwLWkn1Sz https://t.co/0Ei3EdQdXB",0,Twitter for iPhone,4/8/16
7.61E+17,"Thank you Jacksonville, Florida!#MakeAmericaGreatAgain https://t.co/xrTQjt9WOC https://t.co/VSnBoQYoZs",0,Twitter for iPhone,4/8/16
7.61E+17,Thank you for your support of my candidacy! #MAGA #ImWithYou https://t.co/Al5bZlRFYk,0,Twitter for iPhone,3/8/16
7.61E+17,"Thank you to the amazing law enforcement officers today- in Daytona Beach, Florida! #LESM #MAGA https://t.co/QoxJf4Xzbc",0.75,Twitter for iPhone,3/8/16
7.61E+17,"THANK YOU Daytona Beach, Florida!#MakeAmericaGreatAgain https://t.co/IAcLfXe463",0,Twitter for iPhone,3/8/16
7.61E+17,My daughter @IvankaTrump will be on @Greta tonight at 7pm. Enjoy! https://t.co/QySC5PLFMy,0.5,Twitter for iPhone,2/8/16
7.61E+17,Report raises questions about ‘Clinton Cash’ from Russians during ‘reset' https://t.co/vVcAzY2zcp,0,Twitter for iPhone,2/8/16
7.61E+17,"#ICYMI: John Podesta’s Brother Pocketed $180,000 from Putin’s Uranium Company: https://t.co/d0LfyiBlvX https://t.co/I5fF3didZs",0,Twitter for iPhone,2/8/16
7.61E+17,#CrookedHillary https://t.co/xe0I0EmxMa,0,Twitter for iPhone,2/8/16
7.61E+17,Join me in Florida tomorrow! #MakeAmericaGreatAgain Daytona | 3pm- https://t.co/jbOS2s4qGIJacksonville | 7pm- https://t.co/XSF1kp7R54,0,Twitter for iPhone,2/8/16
7.61E+17,STATEMENT IN RESPONSE TO PRESIDENT OBAMA'S FAILED LEADERSHIP: https://t.co/SPgFIFuSO7,-0.5,Twitter for iPhone,2/8/16
7.61E+17,Thank you Virginia! #ImWithYou https://t.co/9inCh1BVwM,0,Twitter for iPhone,2/8/16
7.60E+17,The Washington Post calls out #CrookedHillary for what she REALLY is. A PATHOLOGICAL LIAR! Watch that nose grow! https://t.co/FsrUGByuuD,0.3125,Twitter for iPhone,2/8/16
7.60E+17,"Great afternoon in Ohio &amp, a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb",0.9,Twitter for iPhone,2/8/16
7.60E+17,"Just leaving Mechanicsburg, PA. Incredible crowd-- so enthusiastic! Will be back soon. #MAGA https://t.co/RbuXfDZ5w9",0.55,Twitter for iPhone,2/8/16
7.60E+17,Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,0.291666667,Twitter for iPhone,2/8/16
7.60E+17,"Thanks to @pnehlen for your kind words, very much appreciated.",0.333333333,Twitter for iPhone,1/8/16
7.60E+17,"Join me in Florida on Wednesday! Daytona &amp, Jacksonville:Daytona | 3pm- https://t.co/rJjYUbwiLLJacksonville | 7pm- https://t.co/zfxeNbr1nq",0,Twitter for iPhone,1/8/16
7.60E+17,"During the GOP convention, CNN cut away from the victims of illegal immigrant violence. They don’t want them heard. https://t.co/EHRiLkQDWD",-0.5,Twitter for iPhone,1/8/16
7.60E+17,When will CNN do a segment on Hillary’s plan to increase Syrian refugees 550% and how much it will cost?,0.2,Twitter for iPhone,1/8/16
7.60E+17,"Hillary Clinton raked in money from regimes that horribly oppress women and gays &amp, refuses to speak out against Radical Islam.",-1,Twitter for iPhone,1/8/16
7.60E+17,"Hillary, whose decisions have led to the deaths of many, accepted $ from a business linked to ISIS. Silence at CNN. https://t.co/gJYSSXtpaz",0.5,Twitter for iPhone,1/8/16
7.60E+17,Crooked Hillary Clinton is 100% owned by her donors. #ImWithYou #MAGA https://t.co/iYM3CCWS2z,0,Twitter for iPhone,1/8/16
7.60E+17,"Thank you Columbus, Ohio! I will be back soon. #ImWithYou #MAGA https://t.co/vMf1EPJp4r",0,Twitter for iPhone,1/8/16
7.60E+17,"Thank you Oklahoma &amp, Virginia! #MakeAmericaGreatAgain #ImWithYou https://t.co/WUdY7feRvV",0,Twitter for iPhone,1/8/16
7.60E+17,People believe CNN these days almost as little as they believe Hillary....that's really saying something!,0.03125,Twitter for iPhone,1/8/16
7.60E+17,"The people who support Hillary sit behind CNN anchor chairs, or headline fundraisers - those disconnected from real life.",-0.1,Twitter for iPhone,1/8/16
7.60E+17,Will CNN send its cameras to the border to show the massive unreported crisis now unfolding -- or are they worried it will hurt Hillary?,0,Twitter for iPhone,1/8/16
7.60E+17,When will we see stories from CNN on Clinton Foundation corruption and Hillary's pay-for-play at State Department?,0,Twitter for iPhone,1/8/16
7.60E+17,"CNN anchors are completely out of touch with everyday people worried about rising crime, failing schools and vanishing jobs.",-0.05,Twitter for iPhone,1/8/16
7.60E+17,CNN will soon be the least trusted name in news if they continue to be the press shop for Hillary Clinton.,-0.3,Twitter for iPhone,1/8/16
7.60E+17,"Join Governor Mike Pence in Reno, Nevada- tonight at 7pm! Tickets available at: https://t.co/4nLjRGyFYw",0.4,Twitter for iPhone,1/8/16
7.60E+17,#CrookedHillary https://t.co/oHI6xrDJU0,0,Twitter for iPhone,1/8/16
7.59E+17,Thank you! Facebook: https://t.co/nmlRJqzA7SInstagram: https://t.co/5gDeluaBXG https://t.co/Pw7GS8R9Gg,0,Twitter for iPhone,29/7/16
7.60E+17,NATO commander agrees members should pay up via @dcexaminer:https://t.co/VZLDFy707K,0,Twitter for iPhone,30/7/16
7.60E+17,"#CrookedHillary = Obama's third term, which would be terrible news for our economic growth - seen below. https://t.co/y9WJoUaaql",-0.266666667,Twitter for iPhone,30/7/16
7.59E+17,#CrookedHillary https://t.co/xyoPFJmByp,0,Twitter for iPhone,30/7/16
7.59E+17,"Crooked Hillary Clinton is soft on crime, supports open borders, and wants massive tax hikes. A formula for disaster!",0.06,Twitter for iPhone,30/7/16
7.59E+17,"Violent crime is rising across the United States, yet the DNC convention ignored it. Crime reduction will be one of my top priorities.",-0.15,Twitter for iPhone,30/7/16
7.59E+17,"While I am in OH &amp, PA - you can also join @Mike_Pence in Nevada on Mon!Carson City: https://t.co/28G3RVbFsnReno: https://t.co/4nLjRGyFYw",0,Twitter for iPhone,30/7/16
7.59E+17,"Join me Monday in Columbus, Ohio &amp, Harrisburg, Pennsylvania! #MAGA3pm in OH: https://t.co/DDg0AUsqRq7pm in PA: https://t.co/VmSLBvL43l",0,Twitter for iPhone,30/7/16
7.59E+17,American homeownership rate in Q2 2016 was 62.9% - lowest rate in 51yrs. WE will bring back the  'American Dream!' https://t.co/yI4Q8FHRjp,0,Twitter for iPhone,30/7/16
7.59E+17,We are suffering through the worst long-term unemployment in the last 70 years. I want change - Crooked Hillary Clinton does not.,-0.333333333,Twitter for iPhone,30/7/16
7.59E+17,"Hillary can never win over Bernie supporters. Her foreign wars, NAFTA/TPP support &amp, Wall Street ties are driving away millions of votes.",-0.2625,Twitter for iPhone,30/7/16
7.59E+17,"Colorado was amazing yesterday! So much support. Our tax, trade and energy reforms will bring great jobs to Colorado and the whole country.",0.4875,Twitter for iPhone,30/7/16
7.59E+17,"Thank you Denver, Colorado! #MakeAmericaGreatAgain! https://t.co/1KHrLdkOyW",0,Twitter for iPhone,30/7/16
7.59E+17,"As usual, Hillary &amp, the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!",-0.046875,Twitter for iPhone,30/7/16
7.59E+17,#CrookedHillary Job Application https://t.co/CKXkAlGSiV,0,Twitter for iPhone,30/7/16
7.59E+17,"Hillary Clinton should not be given national security briefings in that she is a lose cannon with extraordinarily bad judgement &amp, insticts.",-0.7,Twitter for iPhone,30/7/16
7.59E+17,Thank you to the amazing law enforcement officers in Colorado!#MakeAmericaGreatAgain #LESM https://t.co/glxTQYAQiN,0.6,Twitter for iPhone,30/7/16
7.59E+17,"Thank you Colorado Springs. Get out &amp, VOTE #TrumpPence16 in November! https://t.co/wK02fWzJey",0,Twitter for iPhone,29/7/16
7.59E+17,"""""""Only a Reagan or a Trump-like figure in the White House will achieve this goal."""" https://t.co/6a7Ef12giZ""",0,Twitter for iPhone,29/7/16
7.59E+17,Join me in Colorado Springs at 2pm- or in Denver tonight at 7pm!Colorado Springs: https://t.co/HgFW7IRtz9Denver: https://t.co/aE5P9jNcFC,0,Twitter for iPhone,29/7/16
7.59E+17,What Bernie Sanders really thinks of Crooked Hillary Clinton. https://t.co/VgMaAsZBep,0.1,Twitter for iPhone,29/7/16
7.59E+17,In Hillary Clinton's America - things get worse. #TrumpPence16 https://t.co/WdHbnhhCbW,-0.4,Twitter for iPhone,29/7/16
7.59E+17,Join @mike_pence at the University of Northwestern Ohio- tonight at 7pm. Tickets: https://t.co/DvP8p7ueNU,0,Twitter for iPhone,29/7/16
7.59E+17,CAMPAIGN STATEMENT: https://t.co/RNW3ED2ifR,0,Twitter for iPhone,29/7/16
7.59E+17,No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,-0.4,Twitter for iPhone,29/7/16
7.59E+17,"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world.",0,Twitter for iPhone,29/7/16
7.59E+17,"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",0,Twitter for iPhone,29/7/16
7.59E+17,Hillary will never reform Wall Street. She is owned by Wall Street!,0,Twitter for iPhone,29/7/16
7.59E+17,Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,0,Twitter for iPhone,29/7/16
7.59E+17,"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",0.5,Twitter for iPhone,29/7/16
7.59E+17,"Departing now - thank you Cedar Rapids, Iowa. This is a MOVEMENT! https://t.co/ezrqVqPtta",0,Twitter for iPhone,29/7/16
7.59E+17,#CrookedHillary https://t.co/JeXFnO6e3s,0,Twitter for iPhone,28/7/16
7.59E+17,"""""""Dems warn not to underestimate Trump's potential win""""https://t.co/X3xHtjhHpB""",0.4,Twitter for iPhone,28/7/16
7.59E+17,Great to be back in Iowa! #TBT with @JerryJrFalwell joining me in Davenport- this past winter. #MAGA https://t.co/A5IF0QHnic,0.183333333,Twitter for iPhone,28/7/16
7.59E+17,Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.,-0.062222222,Twitter for iPhone,28/7/16
7.59E+17,"A vote for Clinton-Kaine is a vote for TPP, NAFTA, high taxes, radical regulation, and massive influx of refugees.",0.08,Twitter for iPhone,28/7/16
7.59E+17,AMERICA'S FUTUREhttps://t.co/xymiA0Az7x,0,Twitter for iPhone,28/7/16
7.58E+17,"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.",0.9,Twitter for iPhone,28/7/16
7.58E+17,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,1,Twitter for iPhone,28/7/16
7.58E+17,"Join me live in Toledo, Ohio!#MakeAmericaGreatAgainhttps://t.co/ruEvMGx4C9",0.136363636,Twitter for iPhone,28/7/16
7.58E+17,#CrookedHillary https://t.co/lwi9gqDEHE,0,Twitter for iPhone,27/7/16
7.58E+17,Thank you Pennsylvania!#MakeAmericaGreatAgain https://t.co/bbv3EhGs5x https://t.co/bbroAGTdMw,0,Twitter for iPhone,27/7/16
7.58E+17,Thank you to our amazing law enforcement officers! #MAGA https://t.co/UEZorOQhTw,0.75,Twitter for iPhone,27/7/16
7.58E+17,"""""""Trump right: Illegal families crossing border set to double, 51,152 so far""""https://t.co/1noCe9W6Ru""",-0.028571429,Twitter for iPhone,27/7/16
7.58E+17,Great new poll - thank you!#MakeAmericaGreatAgain https://t.co/mXovx0TLPC,0.468181818,Twitter for iPhone,27/7/16
